text,score
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",0
"a few months later , both parties realize their mistake and find out that 'getting back what you had' is not so easy .",1
"while the finished product is still fun , never dull and the athletes themselves remarkable , inspired and apt , the production could have been improved .",0
"emerging from the human psyche and showing characteristics of abstract expressionism , minimalism and russian constructivism , graffiti removal has secured its place in the history of modern art while being created by artists who are unconscious of their artistic achievements .",1
"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break .",0
"with the recent release of full-length features like "" princess mononoke "" and the 2001 dvd release of the classic "" akira , "" japanese animation is fast becoming a leading force in the american entertainment industry .",1
"it takes a really long , slow and dreary time to dope out what tuck everlasting is about . so here it is : it's about a family of sour immortals .",0
the young man keeps searching and finds an oasis of freedom in a sunflower field .,1
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",0
"this is mild-mannered , been-there material given a pedestrian spin by a director who needed a touch of the flamboyant , the outrageous .",0
"truth to tell , if you've seen more than half-a-dozen horror films , there's nothing here you haven't seen before .",0
"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options .",0
"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on .",0
a fast-paced look into the world of underground street-racing .,1
"aussie adventurer steve irwin aka the crocodile hunter has avoided the death-roll and nabbed another feisty croc , hoping to save it from poachers .",1
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,0
"until now , zak gibbs' greatest challenge has been finding a way to buy a car .",1
the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did .,0
"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",0
